line_number,raw_date,corrected_date,date,year_correction_applied,lift,lift_name,weight,reps,failed,estimated_1rm,raw
1666,2022-10-20,2022-10-20,2022-10-20,False,deadlift,데드리프트,160.0,1,False,165.33333333333334,160 * 1(여기까지 노스트랩)
1667,2022-10-20,2022-10-20,2022-10-20,False,deadlift,데드리프트,180.0,1,False,186.00000000000003,180 * 1
1687,2022-10-22,2022-10-22,2022-10-22,False,squat,스쿼트,60.0,5,False,70.0,60 * 5
1688,2022-10-22,2022-10-22,2022-10-22,False,squat,스쿼트,100.0,5,False,116.66666666666667,100 * 5
1689,2022-10-22,2022-10-22,2022-10-22,False,squat,스쿼트,120.0,3,False,132.0,120 * 3
1690,2022-10-22,2022-10-22,2022-10-22,False,squat,스쿼트,140.0,1,False,144.66666666666669,140 * 1
1696,2022-10-24,2022-10-24,2022-10-24,False,bench,벤치프레스,60.0,1,False,62.00000000000001,60 * 1
1697,2022-10-24,2022-10-24,2022-10-24,False,bench,벤치프레스,100.0,1,False,103.33333333333334,100 * 1
1698,2022-10-24,2022-10-24,2022-10-24,False,bench,벤치프레스,110.0,1,False,113.66666666666667,110 * 1
1699,2022-10-24,2022-10-24,2022-10-24,False,bench,벤치프레스,120.0,1,False,124.00000000000001,120 * 1
1700,2022-10-24,2022-10-24,2022-10-24,False,bench,벤치프레스,130.0,1,False,134.33333333333334,130 * 1
1701,2022-10-24,2022-10-24,2022-10-24,False,bench,벤치프레스,120.0,2,False,128.0,120 * 2
1706,2022-10-24,2022-10-24,2022-10-24,False,deadlift,데드리프트,60.0,1,False,62.00000000000001,60 * 1
1707,2022-10-24,2022-10-24,2022-10-24,False,deadlift,데드리프트,100.0,1,False,103.33333333333334,100 * 1
1708,2022-10-24,2022-10-24,2022-10-24,False,deadlift,데드리프트,140.0,2,False,149.33333333333334,140 * 2
1709,2022-10-24,2022-10-24,2022-10-24,False,deadlift,데드리프트,180.0,1,False,186.00000000000003,180 * 1
1715,2022-10-26,2022-10-26,2022-10-26,False,squat,스쿼트,60.0,5,False,70.0,60 * 5
1716,2022-10-26,2022-10-26,2022-10-26,False,squat,스쿼트,80.0,5,False,93.33333333333334,80 * 5
1717,2022-10-26,2022-10-26,2022-10-26,False,squat,스쿼트,100.0,5,False,116.66666666666667,100 * 5
1718,2022-10-26,2022-10-26,2022-10-26,False,squat,스쿼트,120.0,5,False,140.0,120 * 5
1719,2022-10-26,2022-10-26,2022-10-26,False,squat,스쿼트,130.0,3,False,143.0,130 * 3
1720,2022-10-26,2022-10-26,2022-10-26,False,squat,스쿼트,120.0,5,False,140.0,120 * 5
1721,2022-10-26,2022-10-26,2022-10-26,False,squat,스쿼트,120.0,5,False,140.0,120 * 5
1768,2022-11-02,2022-11-02,2022-11-02,False,squat,스쿼트,60.0,5,False,70.0,60 * 5
1769,2022-11-02,2022-11-02,2022-11-02,False,squat,스쿼트,100.0,5,False,116.66666666666667,100 * 5
1770,2022-11-02,2022-11-02,2022-11-02,False,squat,스쿼트,120.0,5,False,140.0,120 * 5
1771,2022-11-02,2022-11-02,2022-11-02,False,squat,스쿼트,120.0,5,False,140.0,120 * 5
1772,2022-11-02,2022-11-02,2022-11-02,False,squat,스쿼트,120.0,5,False,140.0,120 * 5
1773,2022-11-02,2022-11-02,2022-11-02,False,squat,스쿼트,100.0,5,False,116.66666666666667,100 * 5
1779,2022-11-03,2022-11-03,2022-11-03,False,bench,벤치프레스,60.0,5,False,70.0,60 * 5
1780,2022-11-03,2022-11-03,2022-11-03,False,bench,벤치프레스,100.0,5,False,116.66666666666667,100 * 5
1781,2022-11-03,2022-11-03,2022-11-03,False,bench,벤치프레스,110.0,5,False,128.33333333333334,110 * 5
1782,2022-11-03,2022-11-03,2022-11-03,False,bench,벤치프레스,120.0,1,False,124.00000000000001,120 * 1
1793,2022-11-07,2022-11-07,2022-11-07,False,bench,벤치프레스,60.0,5,False,70.0,60 * 5
1794,2022-11-07,2022-11-07,2022-11-07,False,bench,벤치프레스,100.0,5,False,116.66666666666667,100 * 5
1795,2022-11-07,2022-11-07,2022-11-07,False,bench,벤치프레스,110.0,5,False,128.33333333333334,110 * 5
1796,2022-11-07,2022-11-07,2022-11-07,False,bench,벤치프레스,120.0,1,False,124.00000000000001,120 * 1
1797,2022-11-07,2022-11-07,2022-11-07,False,bench,벤치프레스,110.0,5,False,128.33333333333334,110 * 5
1798,2022-11-07,2022-11-07,2022-11-07,False,bench,벤치프레스,110.0,3,False,121.00000000000001,110 * 3
1799,2022-11-07,2022-11-07,2022-11-07,False,bench,벤치프레스,100.0,5,False,116.66666666666667,100 * 5
1803,2022-11-07,2022-11-07,2022-11-07,False,deadlift,데드리프트,60.0,5,False,70.0,60 * 5
1804,2022-11-07,2022-11-07,2022-11-07,False,deadlift,데드리프트,100.0,1,False,103.33333333333334,100 * 1
1805,2022-11-07,2022-11-07,2022-11-07,False,deadlift,데드리프트,140.0,1,False,144.66666666666669,140 * 1
1806,2022-11-07,2022-11-07,2022-11-07,False,deadlift,데드리프트,160.0,1,False,165.33333333333334,160 * 1
1807,2022-11-07,2022-11-07,2022-11-07,False,deadlift,데드리프트,170.0,1,False,175.66666666666669,170 * 1
1808,2022-11-07,2022-11-07,2022-11-07,False,deadlift,데드리프트,180.0,1,False,186.00000000000003,180 * 1
1819,2022-11-09,2022-11-09,2022-11-09,False,squat,스쿼트,60.0,5,False,70.0,60 * 5
1820,2022-11-09,2022-11-09,2022-11-09,False,squat,스쿼트,100.0,5,False,116.66666666666667,100 * 5
1821,2022-11-09,2022-11-09,2022-11-09,False,squat,스쿼트,120.0,1,False,124.00000000000001,120 * 1
1822,2022-11-09,2022-11-09,2022-11-09,False,squat,스쿼트,130.0,1,False,134.33333333333334,130 * 1
1823,2022-11-09,2022-11-09,2022-11-09,False,squat,스쿼트,140.0,1,False,144.66666666666669,140 * 1
1824,2022-11-09,2022-11-09,2022-11-09,False,squat,스쿼트,150.0,1,False,155.00000000000003,150 * 1
1837,2022-11-11,2022-11-11,2022-11-11,False,deadlift,데드리프트,60.0,5,False,70.0,60 * 5
1838,2022-11-11,2022-11-11,2022-11-11,False,deadlift,데드리프트,100.0,5,False,116.66666666666667,100 * 5
1839,2022-11-11,2022-11-11,2022-11-11,False,deadlift,데드리프트,140.0,5,False,163.33333333333334,140 * 5
1840,2022-11-11,2022-11-11,2022-11-11,False,deadlift,데드리프트,160.0,1,False,165.33333333333334,160 * 1 노스트랩
1841,2022-11-11,2022-11-11,2022-11-11,False,deadlift,데드리프트,170.0,1,False,175.66666666666669,170 * 1
1842,2022-11-11,2022-11-11,2022-11-11,False,deadlift,데드리프트,180.0,1,False,186.00000000000003,180 * 1
1854,2022-11-12,2022-11-12,2022-11-12,False,squat,스쿼트,60.0,5,False,70.0,60 * 5
1855,2022-11-12,2022-11-12,2022-11-12,False,squat,스쿼트,100.0,5,False,116.66666666666667,100 * 5
1856,2022-11-12,2022-11-12,2022-11-12,False,squat,스쿼트,120.0,5,False,140.0,120 * 5
1857,2022-11-12,2022-11-12,2022-11-12,False,squat,스쿼트,130.0,3,False,143.0,130 * 3
1858,2022-11-12,2022-11-12,2022-11-12,False,squat,스쿼트,140.0,1,False,144.66666666666669,140 * 1
1859,2022-11-12,2022-11-12,2022-11-12,False,squat,스쿼트,150.0,1,False,155.00000000000003,150 * 1
1860,2022-11-12,2022-11-12,2022-11-12,False,squat,스쿼트,130.0,3,False,143.0,130 * 3
1861,2022-11-12,2022-11-12,2022-11-12,False,squat,스쿼트,120.0,5,False,140.0,120 * 5
1862,2022-11-12,2022-11-12,2022-11-12,False,squat,스쿼트,100.0,10,False,133.33333333333331,100 * 10
1868,2022-11-14,2022-11-14,2022-11-14,False,bench,벤치프레스,60.0,5,False,70.0,60 * 5
1869,2022-11-14,2022-11-14,2022-11-14,False,bench,벤치프레스,100.0,5,False,116.66666666666667,100 * 5
1870,2022-11-14,2022-11-14,2022-11-14,False,bench,벤치프레스,110.0,4,False,124.66666666666666,110 * 4
1871,2022-11-14,2022-11-14,2022-11-14,False,bench,벤치프레스,110.0,3,False,121.00000000000001,110 * 3
1872,2022-11-14,2022-11-14,2022-11-14,False,bench,벤치프레스,110.0,3,False,121.00000000000001,110 * 3
1873,2022-11-14,2022-11-14,2022-11-14,False,bench,벤치프레스,110.0,3,False,121.00000000000001,110 * 3
1874,2022-11-14,2022-11-14,2022-11-14,False,bench,벤치프레스,100.0,5,False,116.66666666666667,100 * 5
1878,2022-11-14,2022-11-14,2022-11-14,False,deadlift,데드리프트,60.0,1,False,62.00000000000001,60 * 1
1879,2022-11-14,2022-11-14,2022-11-14,False,deadlift,데드리프트,100.0,1,False,103.33333333333334,100 * 1
1880,2022-11-14,2022-11-14,2022-11-14,False,deadlift,데드리프트,140.0,1,False,144.66666666666669,140 * 1
1890,2022-11-16,2022-11-16,2022-11-16,False,squat,스쿼트,60.0,5,False,70.0,60 * 5
1891,2022-11-16,2022-11-16,2022-11-16,False,squat,스쿼트,80.0,5,False,93.33333333333334,80 * 5
1892,2022-11-16,2022-11-16,2022-11-16,False,squat,스쿼트,100.0,5,False,116.66666666666667,100 * 5
1893,2022-11-16,2022-11-16,2022-11-16,False,squat,스쿼트,120.0,5,False,140.0,120 * 5
1894,2022-11-16,2022-11-16,2022-11-16,False,squat,스쿼트,130.0,1,False,134.33333333333334,130 * 1
1913,2022-11-17,2022-11-17,2022-11-17,False,bench,벤치프레스,60.0,5,False,70.0,60 * 5
1914,2022-11-17,2022-11-17,2022-11-17,False,bench,벤치프레스,100.0,5,False,116.66666666666667,100 * 5
1915,2022-11-17,2022-11-17,2022-11-17,False,bench,벤치프레스,110.0,5,False,128.33333333333334,110 * 5
1916,2022-11-17,2022-11-17,2022-11-17,False,bench,벤치프레스,120.0,2,False,128.0,120 * 2
1917,2022-11-17,2022-11-17,2022-11-17,False,bench,벤치프레스,110.0,5,False,128.33333333333334,110 * 5
1918,2022-11-17,2022-11-17,2022-11-17,False,bench,벤치프레스,110.0,3,False,121.00000000000001,110 * 3
1919,2022-11-17,2022-11-17,2022-11-17,False,bench,벤치프레스,100.0,5,False,116.66666666666667,100 * 5
1923,2022-11-17,2022-11-17,2022-11-17,False,deadlift,데드리프트,60.0,1,False,62.00000000000001,60 * 1
1924,2022-11-17,2022-11-17,2022-11-17,False,deadlift,데드리프트,100.0,1,False,103.33333333333334,100 * 1
1925,2022-11-17,2022-11-17,2022-11-17,False,deadlift,데드리프트,140.0,1,False,144.66666666666669,140 * 1
1926,2022-11-17,2022-11-17,2022-11-17,False,deadlift,데드리프트,160.0,3,False,176.0,(160 * 3) 4세트
1933,2022-11-21,2022-11-21,2022-11-21,False,bench,벤치프레스,60.0,5,False,70.0,60 * 5
1934,2022-11-21,2022-11-21,2022-11-21,False,bench,벤치프레스,100.0,5,False,116.66666666666667,100 * 5
1935,2022-11-21,2022-11-21,2022-11-21,False,bench,벤치프레스,110.0,5,False,128.33333333333334,110 * 5
1936,2022-11-21,2022-11-21,2022-11-21,False,bench,벤치프레스,120.0,3,False,132.0,120 * 3
1937,2022-11-21,2022-11-21,2022-11-21,False,bench,벤치프레스,130.0,1,False,134.33333333333334,130 * 1
1938,2022-11-21,2022-11-21,2022-11-21,False,bench,벤치프레스,110.0,5,False,128.33333333333334,110 * 5
1939,2022-11-21,2022-11-21,2022-11-21,False,bench,벤치프레스,110.0,3,False,121.00000000000001,110 * 3
1944,2022-11-21,2022-11-21,2022-11-21,False,deadlift,데드리프트,100.0,1,False,103.33333333333334,100 * 1
1945,2022-11-21,2022-11-21,2022-11-21,False,deadlift,데드리프트,140.0,1,False,144.66666666666669,140 * 1
1946,2022-11-21,2022-11-21,2022-11-21,False,deadlift,데드리프트,160.0,1,False,165.33333333333334,160 * 1(노스트랩)
1947,2022-11-21,2022-11-21,2022-11-21,False,deadlift,데드리프트,170.0,1,False,175.66666666666669,(170 * 1) 4세트
1959,2022-11-28,2022-11-28,2022-11-28,False,bench,벤치프레스,60.0,5,False,70.0,60 * 5
1960,2022-11-28,2022-11-28,2022-11-28,False,bench,벤치프레스,100.0,5,False,116.66666666666667,100 * 5
1961,2022-11-28,2022-11-28,2022-11-28,False,bench,벤치프레스,100.0,5,False,116.66666666666667,100 * 5
1962,2022-11-28,2022-11-28,2022-11-28,False,bench,벤치프레스,100.0,5,False,116.66666666666667,100 * 5
1966,2022-11-28,2022-11-28,2022-11-28,False,deadlift,데드리프트,100.0,5,False,116.66666666666667,100 * 5
1967,2022-11-28,2022-11-28,2022-11-28,False,deadlift,데드리프트,140.0,1,False,144.66666666666669,140 * 1
1968,2022-11-28,2022-11-28,2022-11-28,False,deadlift,데드리프트,160.0,2,False,170.66666666666666,160 * 2
1998,2022-12-03,2022-12-03,2022-12-03,False,bench,벤치프레스,60.0,5,False,70.0,60 * 5
1999,2022-12-03,2022-12-03,2022-12-03,False,bench,벤치프레스,100.0,5,False,116.66666666666667,100 * 5
2000,2022-12-03,2022-12-03,2022-12-03,False,bench,벤치프레스,110.0,5,False,128.33333333333334,110 * 5
2001,2022-12-03,2022-12-03,2022-12-03,False,bench,벤치프레스,120.0,2,False,128.0,120 * 2
2005,2022-12-03,2022-12-03,2022-12-03,False,deadlift,데드리프트,60.0,1,False,62.00000000000001,60 * 1
2006,2022-12-03,2022-12-03,2022-12-03,False,deadlift,데드리프트,100.0,1,False,103.33333333333334,100 * 1
2007,2022-12-03,2022-12-03,2022-12-03,False,deadlift,데드리프트,140.0,1,False,144.66666666666669,140 * 1
2008,2022-12-03,2022-12-03,2022-12-03,False,deadlift,데드리프트,160.0,5,False,186.66666666666669,(160 * 5) 3세트
2014,2022-12-06,2022-12-06,2022-12-06,False,bench,벤치프레스,60.0,5,False,70.0,60 * 5
2015,2022-12-06,2022-12-06,2022-12-06,False,bench,벤치프레스,100.0,5,False,116.66666666666667,100 * 5
2016,2022-12-06,2022-12-06,2022-12-06,False,bench,벤치프레스,110.0,5,False,128.33333333333334,110 * 5
2017,2022-12-06,2022-12-06,2022-12-06,False,bench,벤치프레스,120.0,4,False,136.0,120 * 4
2018,2022-12-06,2022-12-06,2022-12-06,False,bench,벤치프레스,110.0,5,False,128.33333333333334,110 * 5
2019,2022-12-06,2022-12-06,2022-12-06,False,bench,벤치프레스,110.0,4,False,124.66666666666666,110 * 4
2020,2022-12-06,2022-12-06,2022-12-06,False,bench,벤치프레스,110.0,3,False,121.00000000000001,110 * 3
2024,2022-12-06,2022-12-06,2022-12-06,False,deadlift,데드리프트,100.0,1,False,103.33333333333334,100 * 1
2025,2022-12-06,2022-12-06,2022-12-06,False,deadlift,데드리프트,140.0,1,False,144.66666666666669,140 * 1
2026,2022-12-06,2022-12-06,2022-12-06,False,deadlift,데드리프트,160.0,1,False,165.33333333333334,160 * 1
2027,2022-12-06,2022-12-06,2022-12-06,False,deadlift,데드리프트,180.0,1,False,186.00000000000003,180 * 1
2028,2022-12-06,2022-12-06,2022-12-06,False,deadlift,데드리프트,200.0,1,False,206.66666666666669,200 * 1
2034,2022-12-07,2022-12-07,2022-12-07,False,squat,스쿼트,60.0,5,False,70.0,60 * 5
2035,2022-12-07,2022-12-07,2022-12-07,False,squat,스쿼트,100.0,5,False,116.66666666666667,100 * 5
2036,2022-12-07,2022-12-07,2022-12-07,False,squat,스쿼트,120.0,2,False,128.0,120 * 2(골반통증)
2062,2022-12-10,2022-12-10,2022-12-10,False,squat,스쿼트,60.0,5,False,70.0,60 * 5
2063,2022-12-10,2022-12-10,2022-12-10,False,squat,스쿼트,100.0,5,False,116.66666666666667,100 * 5
2064,2022-12-10,2022-12-10,2022-12-10,False,squat,스쿼트,120.0,5,False,140.0,120 * 5
2065,2022-12-10,2022-12-10,2022-12-10,False,squat,스쿼트,130.0,3,False,143.0,130 * 3
2075,2022-12-12,2022-12-12,2022-12-12,False,bench,벤치프레스,60.0,5,False,70.0,60 * 5
2076,2022-12-12,2022-12-12,2022-12-12,False,bench,벤치프레스,100.0,5,False,116.66666666666667,100 * 5
2081,2022-12-12,2022-12-12,2022-12-12,False,deadlift,데드리프트,140.0,5,False,163.33333333333334,140 * 5
2093,2022-12-13,2022-12-13,2022-12-13,False,bench,벤치프레스,60.0,5,False,70.0,60 * 5
2094,2022-12-13,2022-12-13,2022-12-13,False,bench,벤치프레스,100.0,5,False,116.66666666666667,100 * 5
2095,2022-12-13,2022-12-13,2022-12-13,False,bench,벤치프레스,110.0,3,False,121.00000000000001,110 * 3
2096,2022-12-13,2022-12-13,2022-12-13,False,bench,벤치프레스,110.0,3,False,121.00000000000001,110 * 3
2097,2022-12-13,2022-12-13,2022-12-13,False,bench,벤치프레스,110.0,2,False,117.33333333333333,110 * 2
2128,2022-12-17,2022-12-17,2022-12-17,False,squat,스쿼트,60.0,5,False,70.0,60 * 5
2129,2022-12-17,2022-12-17,2022-12-17,False,squat,스쿼트,100.0,5,False,116.66666666666667,100 * 5
2130,2022-12-17,2022-12-17,2022-12-17,False,squat,스쿼트,120.0,5,False,140.0,120 * 5
2131,2022-12-17,2022-12-17,2022-12-17,False,squat,스쿼트,130.0,5,False,151.66666666666669,130 * 5
2132,2022-12-17,2022-12-17,2022-12-17,False,squat,스쿼트,140.0,2,False,149.33333333333334,140 * 2
2133,2022-12-17,2022-12-17,2022-12-17,False,squat,스쿼트,150.0,2,False,160.0,150 * 2
2134,2022-12-17,2022-12-17,2022-12-17,False,squat,스쿼트,130.0,3,False,143.0,130 * 3
2140,2022-12-19,2022-12-19,2022-12-19,False,bench,벤치프레스,60.0,5,False,70.0,60 * 5
2141,2022-12-19,2022-12-19,2022-12-19,False,bench,벤치프레스,100.0,5,False,116.66666666666667,100 * 5
2142,2022-12-19,2022-12-19,2022-12-19,False,bench,벤치프레스,110.0,5,False,128.33333333333334,110 * 5
2143,2022-12-19,2022-12-19,2022-12-19,False,bench,벤치프레스,120.0,2,False,128.0,120 * 2
2144,2022-12-19,2022-12-19,2022-12-19,False,bench,벤치프레스,110.0,5,False,128.33333333333334,110 * 5
2149,2022-12-19,2022-12-19,2022-12-19,False,deadlift,데드리프트,100.0,1,False,103.33333333333334,100 * 1
2150,2022-12-19,2022-12-19,2022-12-19,False,deadlift,데드리프트,140.0,1,False,144.66666666666669,140 * 1
2151,2022-12-19,2022-12-19,2022-12-19,False,deadlift,데드리프트,160.0,1,False,165.33333333333334,160 * 1
2152,2022-12-19,2022-12-19,2022-12-19,False,deadlift,데드리프트,180.0,1,False,186.00000000000003,180 * 1
2153,2022-12-19,2022-12-19,2022-12-19,False,deadlift,데드리프트,200.0,1,False,206.66666666666669,200 * 1
2154,2022-12-19,2022-12-19,2022-12-19,False,deadlift,데드리프트,170.0,3,False,187.00000000000003,170 * 3
2176,2022-12-21,2022-12-21,2022-12-21,False,squat,스쿼트,60.0,5,False,70.0,60 * 5
2177,2022-12-21,2022-12-21,2022-12-21,False,squat,스쿼트,100.0,5,False,116.66666666666667,100 * 5
2178,2022-12-21,2022-12-21,2022-12-21,False,squat,스쿼트,120.0,5,False,140.0,120 * 5
2179,2022-12-21,2022-12-21,2022-12-21,False,squat,스쿼트,130.0,5,False,151.66666666666669,130 * 5
2180,2022-12-21,2022-12-21,2022-12-21,False,squat,스쿼트,140.0,3,False,154.0,140 * 3
2181,2022-12-21,2022-12-21,2022-12-21,False,squat,스쿼트,150.0,1,False,155.00000000000003,150 * 1
2188,2022-12-22,2022-12-22,2022-12-22,False,bench,벤치프레스,60.0,5,False,70.0,60 * 5
2189,2022-12-22,2022-12-22,2022-12-22,False,bench,벤치프레스,100.0,5,False,116.66666666666667,100 * 5
2190,2022-12-22,2022-12-22,2022-12-22,False,bench,벤치프레스,110.0,5,False,128.33333333333334,110 * 5
2191,2022-12-22,2022-12-22,2022-12-22,False,bench,벤치프레스,120.0,2,False,128.0,120 * 2
2192,2022-12-22,2022-12-22,2022-12-22,False,bench,벤치프레스,110.0,5,False,128.33333333333334,110 * 5
2196,2022-12-22,2022-12-22,2022-12-22,False,deadlift,데드리프트,100.0,1,False,103.33333333333334,100 * 1
2197,2022-12-22,2022-12-22,2022-12-22,False,deadlift,데드리프트,140.0,1,False,144.66666666666669,140 * 1
2198,2022-12-22,2022-12-22,2022-12-22,False,deadlift,데드리프트,160.0,1,False,165.33333333333334,160 * 1
2199,2022-12-22,2022-12-22,2022-12-22,False,deadlift,데드리프트,170.0,3,False,187.00000000000003,(170 * 3) 4세트
2207,2022-12-24,2022-12-24,2022-12-24,False,squat,스쿼트,60.0,5,False,70.0,60 * 5
2208,2022-12-24,2022-12-24,2022-12-24,False,squat,스쿼트,100.0,5,False,116.66666666666667,100 * 5
2209,2022-12-24,2022-12-24,2022-12-24,False,squat,스쿼트,120.0,5,False,140.0,120 * 5
2215,2022-12-26,2022-12-26,2022-12-26,False,bench,벤치프레스,60.0,5,False,70.0,60 * 5
2216,2022-12-26,2022-12-26,2022-12-26,False,bench,벤치프레스,100.0,5,False,116.66666666666667,100 * 5
2217,2022-12-26,2022-12-26,2022-12-26,False,bench,벤치프레스,110.0,5,False,128.33333333333334,110 * 5
2218,2022-12-26,2022-12-26,2022-12-26,False,bench,벤치프레스,120.0,2,False,128.0,120 * 2
2219,2022-12-26,2022-12-26,2022-12-26,False,bench,벤치프레스,110.0,5,False,128.33333333333334,110 * 5
2220,2022-12-26,2022-12-26,2022-12-26,False,bench,벤치프레스,110.0,4,False,124.66666666666666,110 * 4
2221,2022-12-26,2022-12-26,2022-12-26,False,bench,벤치프레스,110.0,2,False,117.33333333333333,110 * 2
2226,2022-12-26,2022-12-26,2022-12-26,False,deadlift,데드리프트,100.0,1,False,103.33333333333334,100 * 1
2227,2022-12-26,2022-12-26,2022-12-26,False,deadlift,데드리프트,140.0,1,False,144.66666666666669,140 * 1
2228,2022-12-26,2022-12-26,2022-12-26,False,deadlift,데드리프트,160.0,1,False,165.33333333333334,160 * 1(장비X)
2229,2022-12-26,2022-12-26,2022-12-26,False,deadlift,데드리프트,180.0,1,False,186.00000000000003,180 * 1
2230,2022-12-26,2022-12-26,2022-12-26,False,deadlift,데드리프트,200.0,1,False,206.66666666666669,200 * 1
2231,2022-12-26,2022-12-26,2022-12-26,False,deadlift,데드리프트,210.0,1,False,217.00000000000003,210 * 1
2261,2022-12-28,2022-12-28,2022-12-28,False,squat,스쿼트,60.0,5,False,70.0,60 * 5
2262,2022-12-28,2022-12-28,2022-12-28,False,squat,스쿼트,100.0,5,False,116.66666666666667,100 * 5
2263,2022-12-28,2022-12-28,2022-12-28,False,squat,스쿼트,120.0,5,False,140.0,120 * 5
2264,2022-12-28,2022-12-28,2022-12-28,False,squat,스쿼트,140.0,3,False,154.0,140 * 3
2265,2022-12-28,2022-12-28,2022-12-28,False,squat,스쿼트,150.0,3,False,165.0,150 * 3
2266,2022-12-28,2022-12-28,2022-12-28,False,squat,스쿼트,160.0,1,False,165.33333333333334,160 * 1
2273,2022-12-29,2022-12-29,2022-12-29,False,bench,벤치프레스,60.0,5,False,70.0,60 * 5
2274,2022-12-29,2022-12-29,2022-12-29,False,bench,벤치프레스,100.0,5,False,116.66666666666667,100 * 5
2275,2022-12-29,2022-12-29,2022-12-29,False,bench,벤치프레스,110.0,5,False,128.33333333333334,110 * 5
2276,2022-12-29,2022-12-29,2022-12-29,False,bench,벤치프레스,120.0,3,False,132.0,120 * 3
2277,2022-12-29,2022-12-29,2022-12-29,False,bench,벤치프레스,110.0,5,False,128.33333333333334,110 * 5
2281,2022-12-29,2022-12-29,2022-12-29,False,deadlift,데드리프트,100.0,1,False,103.33333333333334,100 * 1
2282,2022-12-29,2022-12-29,2022-12-29,False,deadlift,데드리프트,140.0,1,False,144.66666666666669,140 * 1
2283,2022-12-29,2022-12-29,2022-12-29,False,deadlift,데드리프트,160.0,1,False,165.33333333333334,160 * 1
2284,2022-12-29,2022-12-29,2022-12-29,False,deadlift,데드리프트,180.0,1,False,186.00000000000003,180 * 1
2285,2022-12-29,2022-12-29,2022-12-29,False,deadlift,데드리프트,200.0,1,False,206.66666666666669,200 * 1
2286,2022-12-29,2022-12-29,2022-12-29,False,deadlift,데드리프트,180.0,1,False,186.00000000000003,180 * 1
2292,2023-01-02,2023-01-02,2023-01-02,False,bench,벤치프레스,60.0,5,False,70.0,60 * 5
2293,2023-01-02,2023-01-02,2023-01-02,False,bench,벤치프레스,100.0,5,False,116.66666666666667,100 * 5
2294,2023-01-02,2023-01-02,2023-01-02,False,bench,벤치프레스,110.0,5,False,128.33333333333334,110 * 5
2295,2023-01-02,2023-01-02,2023-01-02,False,bench,벤치프레스,120.0,3,False,132.0,120 * 3
2296,2023-01-02,2023-01-02,2023-01-02,False,bench,벤치프레스,110.0,5,False,128.33333333333334,110 * 5
2297,2023-01-02,2023-01-02,2023-01-02,False,bench,벤치프레스,110.0,4,False,124.66666666666666,110 * 4
2298,2023-01-02,2023-01-02,2023-01-02,False,bench,벤치프레스,100.0,5,False,116.66666666666667,100 * 5
2303,2023-01-02,2023-01-02,2023-01-02,False,deadlift,데드리프트,100.0,1,False,103.33333333333334,100 * 1
2304,2023-01-02,2023-01-02,2023-01-02,False,deadlift,데드리프트,140.0,1,False,144.66666666666669,140 * 1
2305,2023-01-02,2023-01-02,2023-01-02,False,deadlift,데드리프트,150.0,5,False,175.0,(150 * 5) 3세트
2313,2023-01-04,2023-01-04,2023-01-04,False,squat,스쿼트,60.0,5,False,70.0,60 * 5
2314,2023-01-04,2023-01-04,2023-01-04,False,squat,스쿼트,100.0,5,False,116.66666666666667,100 * 5
2315,2023-01-04,2023-01-04,2023-01-04,False,squat,스쿼트,120.0,5,False,140.0,120 * 5
2316,2023-01-04,2023-01-04,2023-01-04,False,squat,스쿼트,130.0,5,False,151.66666666666669,130 * 5
2317,2023-01-04,2023-01-04,2023-01-04,False,squat,스쿼트,140.0,5,False,163.33333333333334,140 * 5
2318,2023-01-04,2023-01-04,2023-01-04,False,squat,스쿼트,150.0,3,False,165.0,150 * 3
2329,2023-01-06,2023-01-06,2023-01-06,False,deadlift,데드리프트,60.0,1,False,62.00000000000001,60 * 1
2330,2023-01-06,2023-01-06,2023-01-06,False,deadlift,데드리프트,100.0,1,False,103.33333333333334,100 * 1
2331,2023-01-06,2023-01-06,2023-01-06,False,deadlift,데드리프트,140.0,1,False,144.66666666666669,140 * 1
2332,2023-01-06,2023-01-06,2023-01-06,False,deadlift,데드리프트,160.0,1,False,165.33333333333334,160 * 1(장비x)
2333,2023-01-06,2023-01-06,2023-01-06,False,deadlift,데드리프트,180.0,1,False,186.00000000000003,180 * 1
2334,2023-01-06,2023-01-06,2023-01-06,False,deadlift,데드리프트,200.0,1,False,206.66666666666669,200 * 1
2335,2023-01-06,2023-01-06,2023-01-06,False,deadlift,데드리프트,210.0,1,False,217.00000000000003,210 * 1
2353,2023-01-07,2023-01-07,2023-01-07,False,squat,스쿼트,60.0,5,False,70.0,60 * 5
2354,2023-01-07,2023-01-07,2023-01-07,False,squat,스쿼트,100.0,5,False,116.66666666666667,100 * 5
2355,2023-01-07,2023-01-07,2023-01-07,False,squat,스쿼트,120.0,5,False,140.0,120 * 5
2356,2023-01-07,2023-01-07,2023-01-07,False,squat,스쿼트,130.0,5,False,151.66666666666669,130 * 5
2357,2023-01-07,2023-01-07,2023-01-07,False,squat,스쿼트,140.0,3,False,154.0,140 * 3
2365,2023-01-09,2023-01-09,2023-01-09,False,bench,벤치프레스,60.0,10,False,80.0,60 * 10
2366,2023-01-09,2023-01-09,2023-01-09,False,bench,벤치프레스,100.0,5,False,116.66666666666667,100 * 5
2367,2023-01-09,2023-01-09,2023-01-09,False,bench,벤치프레스,110.0,5,False,128.33333333333334,110 * 5
2368,2023-01-09,2023-01-09,2023-01-09,False,bench,벤치프레스,120.0,4,False,136.0,120 * 4
