line_number,raw_date,corrected_date,date,month,lift,lift_name,weight,reps,sets,failed,estimated_1rm,raw,year_correction_applied
1926,2022-11-17,2022-11-17,2022-11-17,2022-11,deadlift,데드리프트,160.0,3,1,False,176.0,(160 * 3) 4세트,False
1933,2022-11-21,2022-11-21,2022-11-21,2022-11,bench,벤치프레스,60.0,5,1,False,70.0,60 * 5,False
1934,2022-11-21,2022-11-21,2022-11-21,2022-11,bench,벤치프레스,100.0,5,1,False,116.66666666666667,100 * 5,False
1935,2022-11-21,2022-11-21,2022-11-21,2022-11,bench,벤치프레스,110.0,5,1,False,128.33333333333334,110 * 5,False
1936,2022-11-21,2022-11-21,2022-11-21,2022-11,bench,벤치프레스,120.0,3,1,False,132.0,120 * 3,False
1937,2022-11-21,2022-11-21,2022-11-21,2022-11,bench,벤치프레스,130.0,1,1,False,134.33333333333334,130 * 1,False
1938,2022-11-21,2022-11-21,2022-11-21,2022-11,bench,벤치프레스,110.0,5,1,False,128.33333333333334,110 * 5,False
1939,2022-11-21,2022-11-21,2022-11-21,2022-11,bench,벤치프레스,110.0,3,1,False,121.00000000000001,110 * 3,False
1944,2022-11-21,2022-11-21,2022-11-21,2022-11,deadlift,데드리프트,100.0,1,1,False,103.33333333333334,100 * 1,False
1945,2022-11-21,2022-11-21,2022-11-21,2022-11,deadlift,데드리프트,140.0,1,1,False,144.66666666666669,140 * 1,False
1946,2022-11-21,2022-11-21,2022-11-21,2022-11,deadlift,데드리프트,160.0,1,1,False,165.33333333333334,160 * 1(노스트랩),False
1947,2022-11-21,2022-11-21,2022-11-21,2022-11,deadlift,데드리프트,170.0,1,1,False,175.66666666666669,(170 * 1) 4세트,False
1959,2022-11-28,2022-11-28,2022-11-28,2022-11,bench,벤치프레스,60.0,5,1,False,70.0,60 * 5,False
1960,2022-11-28,2022-11-28,2022-11-28,2022-11,bench,벤치프레스,100.0,5,1,False,116.66666666666667,100 * 5,False
1961,2022-11-28,2022-11-28,2022-11-28,2022-11,bench,벤치프레스,100.0,5,1,False,116.66666666666667,100 * 5,False
1962,2022-11-28,2022-11-28,2022-11-28,2022-11,bench,벤치프레스,100.0,5,1,False,116.66666666666667,100 * 5,False
1966,2022-11-28,2022-11-28,2022-11-28,2022-11,deadlift,데드리프트,100.0,5,1,False,116.66666666666667,100 * 5,False
1967,2022-11-28,2022-11-28,2022-11-28,2022-11,deadlift,데드리프트,140.0,1,1,False,144.66666666666669,140 * 1,False
1968,2022-11-28,2022-11-28,2022-11-28,2022-11,deadlift,데드리프트,160.0,2,1,False,170.66666666666666,160 * 2,False
1998,2022-12-03,2022-12-03,2022-12-03,2022-12,bench,벤치프레스,60.0,5,1,False,70.0,60 * 5,False
1999,2022-12-03,2022-12-03,2022-12-03,2022-12,bench,벤치프레스,100.0,5,1,False,116.66666666666667,100 * 5,False
2000,2022-12-03,2022-12-03,2022-12-03,2022-12,bench,벤치프레스,110.0,5,1,False,128.33333333333334,110 * 5,False
2001,2022-12-03,2022-12-03,2022-12-03,2022-12,bench,벤치프레스,120.0,2,1,False,128.0,120 * 2,False
2005,2022-12-03,2022-12-03,2022-12-03,2022-12,deadlift,데드리프트,60.0,1,1,False,62.00000000000001,60 * 1,False
2006,2022-12-03,2022-12-03,2022-12-03,2022-12,deadlift,데드리프트,100.0,1,1,False,103.33333333333334,100 * 1,False
2007,2022-12-03,2022-12-03,2022-12-03,2022-12,deadlift,데드리프트,140.0,1,1,False,144.66666666666669,140 * 1,False
2008,2022-12-03,2022-12-03,2022-12-03,2022-12,deadlift,데드리프트,160.0,5,1,False,186.66666666666669,(160 * 5) 3세트,False
2014,2022-12-06,2022-12-06,2022-12-06,2022-12,bench,벤치프레스,60.0,5,1,False,70.0,60 * 5,False
2015,2022-12-06,2022-12-06,2022-12-06,2022-12,bench,벤치프레스,100.0,5,1,False,116.66666666666667,100 * 5,False
2016,2022-12-06,2022-12-06,2022-12-06,2022-12,bench,벤치프레스,110.0,5,1,False,128.33333333333334,110 * 5,False
2017,2022-12-06,2022-12-06,2022-12-06,2022-12,bench,벤치프레스,120.0,4,1,False,136.0,120 * 4,False
2018,2022-12-06,2022-12-06,2022-12-06,2022-12,bench,벤치프레스,110.0,5,1,False,128.33333333333334,110 * 5,False
2019,2022-12-06,2022-12-06,2022-12-06,2022-12,bench,벤치프레스,110.0,4,1,False,124.66666666666666,110 * 4,False
2020,2022-12-06,2022-12-06,2022-12-06,2022-12,bench,벤치프레스,110.0,3,1,False,121.00000000000001,110 * 3,False
2024,2022-12-06,2022-12-06,2022-12-06,2022-12,deadlift,데드리프트,100.0,1,1,False,103.33333333333334,100 * 1,False
2025,2022-12-06,2022-12-06,2022-12-06,2022-12,deadlift,데드리프트,140.0,1,1,False,144.66666666666669,140 * 1,False
2026,2022-12-06,2022-12-06,2022-12-06,2022-12,deadlift,데드리프트,160.0,1,1,False,165.33333333333334,160 * 1,False
2027,2022-12-06,2022-12-06,2022-12-06,2022-12,deadlift,데드리프트,180.0,1,1,False,186.00000000000003,180 * 1,False
2028,2022-12-06,2022-12-06,2022-12-06,2022-12,deadlift,데드리프트,200.0,1,1,False,206.66666666666669,200 * 1,False
2034,2022-12-07,2022-12-07,2022-12-07,2022-12,squat,스쿼트,60.0,5,1,False,70.0,60 * 5,False
2035,2022-12-07,2022-12-07,2022-12-07,2022-12,squat,스쿼트,100.0,5,1,False,116.66666666666667,100 * 5,False
2036,2022-12-07,2022-12-07,2022-12-07,2022-12,squat,스쿼트,120.0,2,1,False,128.0,120 * 2(골반통증),False
2062,2022-12-10,2022-12-10,2022-12-10,2022-12,squat,스쿼트,60.0,5,1,False,70.0,60 * 5,False
2063,2022-12-10,2022-12-10,2022-12-10,2022-12,squat,스쿼트,100.0,5,1,False,116.66666666666667,100 * 5,False
2064,2022-12-10,2022-12-10,2022-12-10,2022-12,squat,스쿼트,120.0,5,1,False,140.0,120 * 5,False
2065,2022-12-10,2022-12-10,2022-12-10,2022-12,squat,스쿼트,130.0,3,1,False,143.0,130 * 3,False
2075,2022-12-12,2022-12-12,2022-12-12,2022-12,bench,벤치프레스,60.0,5,1,False,70.0,60 * 5,False
2076,2022-12-12,2022-12-12,2022-12-12,2022-12,bench,벤치프레스,100.0,5,1,False,116.66666666666667,100 * 5,False
2081,2022-12-12,2022-12-12,2022-12-12,2022-12,deadlift,데드리프트,140.0,5,1,False,163.33333333333334,140 * 5,False
2093,2022-12-13,2022-12-13,2022-12-13,2022-12,bench,벤치프레스,60.0,5,1,False,70.0,60 * 5,False
2094,2022-12-13,2022-12-13,2022-12-13,2022-12,bench,벤치프레스,100.0,5,1,False,116.66666666666667,100 * 5,False
2095,2022-12-13,2022-12-13,2022-12-13,2022-12,bench,벤치프레스,110.0,3,1,False,121.00000000000001,110 * 3,False
2096,2022-12-13,2022-12-13,2022-12-13,2022-12,bench,벤치프레스,110.0,3,1,False,121.00000000000001,110 * 3,False
2097,2022-12-13,2022-12-13,2022-12-13,2022-12,bench,벤치프레스,110.0,2,1,False,117.33333333333333,110 * 2,False
2128,2022-12-17,2022-12-17,2022-12-17,2022-12,squat,스쿼트,60.0,5,1,False,70.0,60 * 5,False
2129,2022-12-17,2022-12-17,2022-12-17,2022-12,squat,스쿼트,100.0,5,1,False,116.66666666666667,100 * 5,False
2130,2022-12-17,2022-12-17,2022-12-17,2022-12,squat,스쿼트,120.0,5,1,False,140.0,120 * 5,False
2131,2022-12-17,2022-12-17,2022-12-17,2022-12,squat,스쿼트,130.0,5,1,False,151.66666666666669,130 * 5,False
2132,2022-12-17,2022-12-17,2022-12-17,2022-12,squat,스쿼트,140.0,2,1,False,149.33333333333334,140 * 2,False
2133,2022-12-17,2022-12-17,2022-12-17,2022-12,squat,스쿼트,150.0,2,1,False,160.0,150 * 2,False
2134,2022-12-17,2022-12-17,2022-12-17,2022-12,squat,스쿼트,130.0,3,1,False,143.0,130 * 3,False
2140,2022-12-19,2022-12-19,2022-12-19,2022-12,bench,벤치프레스,60.0,5,1,False,70.0,60 * 5,False
2141,2022-12-19,2022-12-19,2022-12-19,2022-12,bench,벤치프레스,100.0,5,1,False,116.66666666666667,100 * 5,False
2142,2022-12-19,2022-12-19,2022-12-19,2022-12,bench,벤치프레스,110.0,5,1,False,128.33333333333334,110 * 5,False
2143,2022-12-19,2022-12-19,2022-12-19,2022-12,bench,벤치프레스,120.0,2,1,False,128.0,120 * 2,False
2144,2022-12-19,2022-12-19,2022-12-19,2022-12,bench,벤치프레스,110.0,5,1,False,128.33333333333334,110 * 5,False
2149,2022-12-19,2022-12-19,2022-12-19,2022-12,deadlift,데드리프트,100.0,1,1,False,103.33333333333334,100 * 1,False
2150,2022-12-19,2022-12-19,2022-12-19,2022-12,deadlift,데드리프트,140.0,1,1,False,144.66666666666669,140 * 1,False
2151,2022-12-19,2022-12-19,2022-12-19,2022-12,deadlift,데드리프트,160.0,1,1,False,165.33333333333334,160 * 1,False
2152,2022-12-19,2022-12-19,2022-12-19,2022-12,deadlift,데드리프트,180.0,1,1,False,186.00000000000003,180 * 1,False
2153,2022-12-19,2022-12-19,2022-12-19,2022-12,deadlift,데드리프트,200.0,1,1,False,206.66666666666669,200 * 1,False
2154,2022-12-19,2022-12-19,2022-12-19,2022-12,deadlift,데드리프트,170.0,3,1,False,187.00000000000003,170 * 3,False
2176,2022-12-21,2022-12-21,2022-12-21,2022-12,squat,스쿼트,60.0,5,1,False,70.0,60 * 5,False
2177,2022-12-21,2022-12-21,2022-12-21,2022-12,squat,스쿼트,100.0,5,1,False,116.66666666666667,100 * 5,False
2178,2022-12-21,2022-12-21,2022-12-21,2022-12,squat,스쿼트,120.0,5,1,False,140.0,120 * 5,False
2179,2022-12-21,2022-12-21,2022-12-21,2022-12,squat,스쿼트,130.0,5,1,False,151.66666666666669,130 * 5,False
2180,2022-12-21,2022-12-21,2022-12-21,2022-12,squat,스쿼트,140.0,3,1,False,154.0,140 * 3,False
2181,2022-12-21,2022-12-21,2022-12-21,2022-12,squat,스쿼트,150.0,1,1,False,155.00000000000003,150 * 1,False
2188,2022-12-22,2022-12-22,2022-12-22,2022-12,bench,벤치프레스,60.0,5,1,False,70.0,60 * 5,False
2189,2022-12-22,2022-12-22,2022-12-22,2022-12,bench,벤치프레스,100.0,5,1,False,116.66666666666667,100 * 5,False
2190,2022-12-22,2022-12-22,2022-12-22,2022-12,bench,벤치프레스,110.0,5,1,False,128.33333333333334,110 * 5,False
2191,2022-12-22,2022-12-22,2022-12-22,2022-12,bench,벤치프레스,120.0,2,1,False,128.0,120 * 2,False
2192,2022-12-22,2022-12-22,2022-12-22,2022-12,bench,벤치프레스,110.0,5,1,False,128.33333333333334,110 * 5,False
2196,2022-12-22,2022-12-22,2022-12-22,2022-12,deadlift,데드리프트,100.0,1,1,False,103.33333333333334,100 * 1,False
2197,2022-12-22,2022-12-22,2022-12-22,2022-12,deadlift,데드리프트,140.0,1,1,False,144.66666666666669,140 * 1,False
2198,2022-12-22,2022-12-22,2022-12-22,2022-12,deadlift,데드리프트,160.0,1,1,False,165.33333333333334,160 * 1,False
2199,2022-12-22,2022-12-22,2022-12-22,2022-12,deadlift,데드리프트,170.0,3,1,False,187.00000000000003,(170 * 3) 4세트,False
2207,2022-12-24,2022-12-24,2022-12-24,2022-12,squat,스쿼트,60.0,5,1,False,70.0,60 * 5,False
2208,2022-12-24,2022-12-24,2022-12-24,2022-12,squat,스쿼트,100.0,5,1,False,116.66666666666667,100 * 5,False
2209,2022-12-24,2022-12-24,2022-12-24,2022-12,squat,스쿼트,120.0,5,1,False,140.0,120 * 5,False
2215,2022-12-26,2022-12-26,2022-12-26,2022-12,bench,벤치프레스,60.0,5,1,False,70.0,60 * 5,False
2216,2022-12-26,2022-12-26,2022-12-26,2022-12,bench,벤치프레스,100.0,5,1,False,116.66666666666667,100 * 5,False
2217,2022-12-26,2022-12-26,2022-12-26,2022-12,bench,벤치프레스,110.0,5,1,False,128.33333333333334,110 * 5,False
2218,2022-12-26,2022-12-26,2022-12-26,2022-12,bench,벤치프레스,120.0,2,1,False,128.0,120 * 2,False
2219,2022-12-26,2022-12-26,2022-12-26,2022-12,bench,벤치프레스,110.0,5,1,False,128.33333333333334,110 * 5,False
2220,2022-12-26,2022-12-26,2022-12-26,2022-12,bench,벤치프레스,110.0,4,1,False,124.66666666666666,110 * 4,False
2221,2022-12-26,2022-12-26,2022-12-26,2022-12,bench,벤치프레스,110.0,2,1,False,117.33333333333333,110 * 2,False
2226,2022-12-26,2022-12-26,2022-12-26,2022-12,deadlift,데드리프트,100.0,1,1,False,103.33333333333334,100 * 1,False
2227,2022-12-26,2022-12-26,2022-12-26,2022-12,deadlift,데드리프트,140.0,1,1,False,144.66666666666669,140 * 1,False
2228,2022-12-26,2022-12-26,2022-12-26,2022-12,deadlift,데드리프트,160.0,1,1,False,165.33333333333334,160 * 1(장비X),False
2229,2022-12-26,2022-12-26,2022-12-26,2022-12,deadlift,데드리프트,180.0,1,1,False,186.00000000000003,180 * 1,False
2230,2022-12-26,2022-12-26,2022-12-26,2022-12,deadlift,데드리프트,200.0,1,1,False,206.66666666666669,200 * 1,False
2231,2022-12-26,2022-12-26,2022-12-26,2022-12,deadlift,데드리프트,210.0,1,1,False,217.00000000000003,210 * 1,False
2261,2022-12-28,2022-12-28,2022-12-28,2022-12,squat,스쿼트,60.0,5,1,False,70.0,60 * 5,False
2262,2022-12-28,2022-12-28,2022-12-28,2022-12,squat,스쿼트,100.0,5,1,False,116.66666666666667,100 * 5,False
2263,2022-12-28,2022-12-28,2022-12-28,2022-12,squat,스쿼트,120.0,5,1,False,140.0,120 * 5,False
2264,2022-12-28,2022-12-28,2022-12-28,2022-12,squat,스쿼트,140.0,3,1,False,154.0,140 * 3,False
2265,2022-12-28,2022-12-28,2022-12-28,2022-12,squat,스쿼트,150.0,3,1,False,165.0,150 * 3,False
2266,2022-12-28,2022-12-28,2022-12-28,2022-12,squat,스쿼트,160.0,1,1,False,165.33333333333334,160 * 1,False
2273,2022-12-29,2022-12-29,2022-12-29,2022-12,bench,벤치프레스,60.0,5,1,False,70.0,60 * 5,False
2274,2022-12-29,2022-12-29,2022-12-29,2022-12,bench,벤치프레스,100.0,5,1,False,116.66666666666667,100 * 5,False
2275,2022-12-29,2022-12-29,2022-12-29,2022-12,bench,벤치프레스,110.0,5,1,False,128.33333333333334,110 * 5,False
2276,2022-12-29,2022-12-29,2022-12-29,2022-12,bench,벤치프레스,120.0,3,1,False,132.0,120 * 3,False
2277,2022-12-29,2022-12-29,2022-12-29,2022-12,bench,벤치프레스,110.0,5,1,False,128.33333333333334,110 * 5,False
2281,2022-12-29,2022-12-29,2022-12-29,2022-12,deadlift,데드리프트,100.0,1,1,False,103.33333333333334,100 * 1,False
2282,2022-12-29,2022-12-29,2022-12-29,2022-12,deadlift,데드리프트,140.0,1,1,False,144.66666666666669,140 * 1,False
2283,2022-12-29,2022-12-29,2022-12-29,2022-12,deadlift,데드리프트,160.0,1,1,False,165.33333333333334,160 * 1,False
2284,2022-12-29,2022-12-29,2022-12-29,2022-12,deadlift,데드리프트,180.0,1,1,False,186.00000000000003,180 * 1,False
2285,2022-12-29,2022-12-29,2022-12-29,2022-12,deadlift,데드리프트,200.0,1,1,False,206.66666666666669,200 * 1,False
2286,2022-12-29,2022-12-29,2022-12-29,2022-12,deadlift,데드리프트,180.0,1,1,False,186.00000000000003,180 * 1,False
2292,2023-01-02,2023-01-02,2023-01-02,2023-01,bench,벤치프레스,60.0,5,1,False,70.0,60 * 5,False
2293,2023-01-02,2023-01-02,2023-01-02,2023-01,bench,벤치프레스,100.0,5,1,False,116.66666666666667,100 * 5,False
2294,2023-01-02,2023-01-02,2023-01-02,2023-01,bench,벤치프레스,110.0,5,1,False,128.33333333333334,110 * 5,False
2295,2023-01-02,2023-01-02,2023-01-02,2023-01,bench,벤치프레스,120.0,3,1,False,132.0,120 * 3,False
2296,2023-01-02,2023-01-02,2023-01-02,2023-01,bench,벤치프레스,110.0,5,1,False,128.33333333333334,110 * 5,False
2297,2023-01-02,2023-01-02,2023-01-02,2023-01,bench,벤치프레스,110.0,4,1,False,124.66666666666666,110 * 4,False
2298,2023-01-02,2023-01-02,2023-01-02,2023-01,bench,벤치프레스,100.0,5,1,False,116.66666666666667,100 * 5,False
2303,2023-01-02,2023-01-02,2023-01-02,2023-01,deadlift,데드리프트,100.0,1,1,False,103.33333333333334,100 * 1,False
2304,2023-01-02,2023-01-02,2023-01-02,2023-01,deadlift,데드리프트,140.0,1,1,False,144.66666666666669,140 * 1,False
2305,2023-01-02,2023-01-02,2023-01-02,2023-01,deadlift,데드리프트,150.0,5,1,False,175.0,(150 * 5) 3세트,False
2313,2023-01-04,2023-01-04,2023-01-04,2023-01,squat,스쿼트,60.0,5,1,False,70.0,60 * 5,False
2314,2023-01-04,2023-01-04,2023-01-04,2023-01,squat,스쿼트,100.0,5,1,False,116.66666666666667,100 * 5,False
2315,2023-01-04,2023-01-04,2023-01-04,2023-01,squat,스쿼트,120.0,5,1,False,140.0,120 * 5,False
2316,2023-01-04,2023-01-04,2023-01-04,2023-01,squat,스쿼트,130.0,5,1,False,151.66666666666669,130 * 5,False
2317,2023-01-04,2023-01-04,2023-01-04,2023-01,squat,스쿼트,140.0,5,1,False,163.33333333333334,140 * 5,False
2318,2023-01-04,2023-01-04,2023-01-04,2023-01,squat,스쿼트,150.0,3,1,False,165.0,150 * 3,False
2329,2023-01-06,2023-01-06,2023-01-06,2023-01,deadlift,데드리프트,60.0,1,1,False,62.00000000000001,60 * 1,False
2330,2023-01-06,2023-01-06,2023-01-06,2023-01,deadlift,데드리프트,100.0,1,1,False,103.33333333333334,100 * 1,False
2331,2023-01-06,2023-01-06,2023-01-06,2023-01,deadlift,데드리프트,140.0,1,1,False,144.66666666666669,140 * 1,False
2332,2023-01-06,2023-01-06,2023-01-06,2023-01,deadlift,데드리프트,160.0,1,1,False,165.33333333333334,160 * 1(장비x),False
2333,2023-01-06,2023-01-06,2023-01-06,2023-01,deadlift,데드리프트,180.0,1,1,False,186.00000000000003,180 * 1,False
2334,2023-01-06,2023-01-06,2023-01-06,2023-01,deadlift,데드리프트,200.0,1,1,False,206.66666666666669,200 * 1,False
2335,2023-01-06,2023-01-06,2023-01-06,2023-01,deadlift,데드리프트,210.0,1,1,False,217.00000000000003,210 * 1,False
2353,2023-01-07,2023-01-07,2023-01-07,2023-01,squat,스쿼트,60.0,5,1,False,70.0,60 * 5,False
2354,2023-01-07,2023-01-07,2023-01-07,2023-01,squat,스쿼트,100.0,5,1,False,116.66666666666667,100 * 5,False
2355,2023-01-07,2023-01-07,2023-01-07,2023-01,squat,스쿼트,120.0,5,1,False,140.0,120 * 5,False
2356,2023-01-07,2023-01-07,2023-01-07,2023-01,squat,스쿼트,130.0,5,1,False,151.66666666666669,130 * 5,False
2357,2023-01-07,2023-01-07,2023-01-07,2023-01,squat,스쿼트,140.0,3,1,False,154.0,140 * 3,False
2365,2023-01-09,2023-01-09,2023-01-09,2023-01,bench,벤치프레스,60.0,10,1,False,80.0,60 * 10,False
2366,2023-01-09,2023-01-09,2023-01-09,2023-01,bench,벤치프레스,100.0,5,1,False,116.66666666666667,100 * 5,False
2367,2023-01-09,2023-01-09,2023-01-09,2023-01,bench,벤치프레스,110.0,5,1,False,128.33333333333334,110 * 5,False
2368,2023-01-09,2023-01-09,2023-01-09,2023-01,bench,벤치프레스,120.0,4,1,False,136.0,120 * 4,False
2372,2023-01-09,2023-01-09,2023-01-09,2023-01,deadlift,데드리프트,60.0,1,1,False,62.00000000000001,60 * 1,False
2373,2023-01-09,2023-01-09,2023-01-09,2023-01,deadlift,데드리프트,100.0,1,1,False,103.33333333333334,100 * 1,False
2374,2023-01-09,2023-01-09,2023-01-09,2023-01,deadlift,데드리프트,140.0,1,1,False,144.66666666666669,140 * 1,False
2375,2023-01-09,2023-01-09,2023-01-09,2023-01,deadlift,데드리프트,160.0,1,1,False,165.33333333333334,160 * 1,False
2376,2023-01-09,2023-01-09,2023-01-09,2023-01,deadlift,데드리프트,180.0,1,1,False,186.00000000000003,180 * 1,False
2377,2023-01-09,2023-01-09,2023-01-09,2023-01,deadlift,데드리프트,200.0,1,1,False,206.66666666666669,200 * 1,False
2426,2023-01-12,2023-01-12,2023-01-12,2023-01,bench,벤치프레스,60.0,5,1,False,70.0,60 * 5,False
2427,2023-01-12,2023-01-12,2023-01-12,2023-01,bench,벤치프레스,100.0,5,1,False,116.66666666666667,100 * 5,False
2428,2023-01-12,2023-01-12,2023-01-12,2023-01,bench,벤치프레스,110.0,5,1,False,128.33333333333334,110 * 5,False
2429,2023-01-12,2023-01-12,2023-01-12,2023-01,bench,벤치프레스,110.0,5,1,False,128.33333333333334,110 * 5,False
2430,2023-01-12,2023-01-12,2023-01-12,2023-01,bench,벤치프레스,110.0,3,1,False,121.00000000000001,110 * 3,False
2431,2023-01-12,2023-01-12,2023-01-12,2023-01,bench,벤치프레스,100.0,5,1,False,116.66666666666667,100 * 5,False
2436,2023-01-12,2023-01-12,2023-01-12,2023-01,deadlift,데드리프트,60.0,1,1,False,62.00000000000001,60 * 1,False
2437,2023-01-12,2023-01-12,2023-01-12,2023-01,deadlift,데드리프트,100.0,1,1,False,103.33333333333334,100 * 1,False
2438,2023-01-12,2023-01-12,2023-01-12,2023-01,deadlift,데드리프트,140.0,1,1,False,144.66666666666669,140 * 1,False
2439,2023-01-12,2023-01-12,2023-01-12,2023-01,deadlift,데드리프트,160.0,1,1,False,165.33333333333334,160 * 1,False
2440,2023-01-12,2023-01-12,2023-01-12,2023-01,deadlift,데드리프트,180.0,3,1,False,198.00000000000003,(180 * 3) 4세트,False
2448,2023-01-14,2023-01-14,2023-01-14,2023-01,squat,스쿼트,60.0,5,1,False,70.0,60 * 5,False
2449,2023-01-14,2023-01-14,2023-01-14,2023-01,squat,스쿼트,100.0,5,1,False,116.66666666666667,100 * 5,False
2450,2023-01-14,2023-01-14,2023-01-14,2023-01,squat,스쿼트,120.0,5,1,False,140.0,120 * 5,False
2451,2023-01-14,2023-01-14,2023-01-14,2023-01,squat,스쿼트,130.0,5,1,False,151.66666666666669,130 * 5,False
2452,2023-01-14,2023-01-14,2023-01-14,2023-01,squat,스쿼트,140.0,3,1,False,154.0,140 * 3,False
2453,2023-01-14,2023-01-14,2023-01-14,2023-01,squat,스쿼트,120.0,3,1,False,132.0,120 * 3,False
2461,2022-01-19,2023-01-19,2023-01-19,2023-01,bench,벤치프레스,60.0,10,1,False,80.0,60 * 10,True
2462,2022-01-19,2023-01-19,2023-01-19,2023-01,bench,벤치프레스,100.0,5,1,False,116.66666666666667,100 * 5,True
2463,2022-01-19,2023-01-19,2023-01-19,2023-01,bench,벤치프레스,110.0,5,1,False,128.33333333333334,110 * 5,True
2464,2022-01-19,2023-01-19,2023-01-19,2023-01,bench,벤치프레스,120.0,2,1,False,128.0,120 * 2,True
2468,2022-01-19,2023-01-19,2023-01-19,2023-01,deadlift,데드리프트,100.0,1,1,False,103.33333333333334,100 * 1,True
2469,2022-01-19,2023-01-19,2023-01-19,2023-01,deadlift,데드리프트,140.0,1,1,False,144.66666666666669,140 * 1,True
2470,2022-01-19,2023-01-19,2023-01-19,2023-01,deadlift,데드리프트,160.0,1,1,False,165.33333333333334,160 * 1,True
2471,2022-01-19,2023-01-19,2023-01-19,2023-01,deadlift,데드리프트,180.0,1,1,False,186.00000000000003,180 * 1,True
2472,2022-01-19,2023-01-19,2023-01-19,2023-01,deadlift,데드리프트,200.0,1,1,False,206.66666666666669,200 * 1,True
2509,2022-02-01,2023-02-01,2023-02-01,2023-02,squat,스쿼트,60.0,5,1,False,70.0,60 * 5,True
2510,2022-02-01,2023-02-01,2023-02-01,2023-02,squat,스쿼트,100.0,5,1,False,116.66666666666667,100 * 5,True
2511,2022-02-01,2023-02-01,2023-02-01,2023-02,squat,스쿼트,120.0,5,1,False,140.0,120 * 5,True
2512,2022-02-01,2023-02-01,2023-02-01,2023-02,squat,스쿼트,100.0,5,1,False,116.66666666666667,100 * 5,True
2513,2022-02-01,2023-02-01,2023-02-01,2023-02,squat,스쿼트,100.0,10,1,False,133.33333333333331,100 * 10,True
2514,2022-02-01,2023-02-01,2023-02-01,2023-02,squat,스쿼트,100.0,5,1,False,116.66666666666667,100 * 5,True
2524,2022-02-02,2023-02-02,2023-02-02,2023-02,deadlift,데드리프트,60.0,5,1,False,70.0,60 * 5,True
2525,2022-02-02,2023-02-02,2023-02-02,2023-02,deadlift,데드리프트,100.0,5,1,False,116.66666666666667,100 * 5,True
2526,2022-02-02,2023-02-02,2023-02-02,2023-02,deadlift,데드리프트,140.0,5,1,False,163.33333333333334,140 * 5,True
2527,2022-02-02,2023-02-02,2023-02-02,2023-02,deadlift,데드리프트,160.0,3,1,False,176.0,(160 * 3) 4세트,True
2534,2023-02-06,2023-02-06,2023-02-06,2023-02,deadlift,데드리프트,60.0,5,1,False,70.0,60 * 5,False
2535,2023-02-06,2023-02-06,2023-02-06,2023-02,deadlift,데드리프트,100.0,1,1,False,103.33333333333334,100 * 1,False
2536,2023-02-06,2023-02-06,2023-02-06,2023-02,deadlift,데드리프트,140.0,1,1,False,144.66666666666669,140 * 1,False
2537,2023-02-06,2023-02-06,2023-02-06,2023-02,deadlift,데드리프트,160.0,1,1,False,165.33333333333334,160 * 1,False
2538,2023-02-06,2023-02-06,2023-02-06,2023-02,deadlift,데드리프트,180.0,1,1,False,186.00000000000003,180 * 1,False
2539,2023-02-06,2023-02-06,2023-02-06,2023-02,deadlift,데드리프트,200.0,1,1,False,206.66666666666669,200 * 1,False
2549,2023-02-08,2023-02-08,2023-02-08,2023-02,squat,스쿼트,60.0,5,1,False,70.0,60 * 5,False
2550,2023-02-08,2023-02-08,2023-02-08,2023-02,squat,스쿼트,100.0,5,1,False,116.66666666666667,100 * 5,False
2551,2023-02-08,2023-02-08,2023-02-08,2023-02,squat,스쿼트,120.0,5,1,False,140.0,120 * 5,False
2552,2023-02-08,2023-02-08,2023-02-08,2023-02,squat,스쿼트,100.0,5,1,False,116.66666666666667,100 * 5,False
2553,2023-02-08,2023-02-08,2023-02-08,2023-02,squat,스쿼트,100.0,5,1,False,116.66666666666667,100 * 5,False
2568,2023-03-10,2023-03-10,2023-03-10,2023-03,deadlift,데드리프트,60.0,5,1,False,70.0,60 * 5,False
2569,2023-03-10,2023-03-10,2023-03-10,2023-03,deadlift,데드리프트,100.0,1,1,False,103.33333333333334,100 * 1,False
2570,2023-03-10,2023-03-10,2023-03-10,2023-03,deadlift,데드리프트,140.0,1,1,False,144.66666666666669,140 * 1,False
2571,2023-03-10,2023-03-10,2023-03-10,2023-03,deadlift,데드리프트,160.0,1,1,False,165.33333333333334,160 * 1,False
2572,2023-03-10,2023-03-10,2023-03-10,2023-03,deadlift,데드리프트,180.0,1,1,False,186.00000000000003,180 * 1,False
2596,2023-03-13,2023-03-13,2023-03-13,2023-03,bench,벤치프레스,60.0,5,1,False,70.0,60 * 5,False
2597,2023-03-13,2023-03-13,2023-03-13,2023-03,bench,벤치프레스,80.0,5,1,False,93.33333333333334,80 * 5,False
2598,2023-03-13,2023-03-13,2023-03-13,2023-03,bench,벤치프레스,100.0,5,1,False,116.66666666666667,100 * 5,False
2599,2023-03-13,2023-03-13,2023-03-13,2023-03,bench,벤치프레스,110.0,1,1,False,113.66666666666667,110 * 1,False
2600,2023-03-13,2023-03-13,2023-03-13,2023-03,bench,벤치프레스,100.0,5,1,False,116.66666666666667,100 * 5,False
2620,2023-03-14,2023-03-14,2023-03-14,2023-03,deadlift,데드리프트,60.0,1,1,False,62.00000000000001,60 * 1,False
2621,2023-03-14,2023-03-14,2023-03-14,2023-03,deadlift,데드리프트,100.0,1,1,False,103.33333333333334,100 * 1,False
